rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,period
I0,3.306853271795593,0.13851818368401753,0.4580593089186763,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_PIs,1053.657227055307,129.0692124105012,early
alpha,0.05423706673910467,20.0,1.0847413347820933,875.6709121585291,False,-1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
beta,0.17917594692280553,0.001,0.00017917594692280553,642.0513046220092,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
h_D,0.24323876863191413,0.001,0.00024323876863191414,776.1838750983992,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
h_A,0.1373265360835137,0.001,0.0001373265360835137,899.4152189895115,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
p_D,0.05154599254889878,0.001,5.154599254889878e-05,460.16989530356005,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
p_A,0.06108604879161033,0.001,6.108604879161034e-05,900.989194708112,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
d,0.003175467435552702,7.053763807275874,0.02239899726808478,66.04072398190046,True,-1,crossing_found,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
r,0.0017093659369038505,0.001,1.7093659369038506e-06,451.3177194820012,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
I0,1.437451795176416,0.07320093806922422,0.105222819836204,66.04072398190046,True,1,crossing_found,Hindu,domestic_active,902.1841211849971,66.04072398190046,early
alpha,0.05423706673910467,20.0,1.0847413347820933,829.4266047310903,False,-1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
beta,0.17917594692280553,0.001,0.00017917594692280553,597.4886299942997,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
h_D,0.24323876863191413,0.001,0.00024323876863191414,652.7380935836806,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
h_A,0.1373265360835137,0.001,0.0001373265360835137,836.308466498413,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
p_D,0.05154599254889878,0.008412267904050745,0.0004336186987015401,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
p_A,0.06108604879161033,0.001,6.108604879161034e-05,838.6993132739196,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
d,0.003175467435552702,5.211596988265757,0.01654925652346245,66.04072398190046,True,-1,crossing_found,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
r,0.0017093659369038505,0.001,1.7093659369038506e-06,420.67378595559273,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
I0,1.437451795176416,0.07853325197884548,0.11288776403803326,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,902.1841211849971,66.04072398190046,early
alpha,0.042971518217016634,20.0,0.8594303643403327,164.77556084466178,False,-1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
beta,0.10986122886681096,0.001,0.00010986122886681096,105.62420631090379,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
h_D,0.08664339756999316,0.001,8.664339756999317e-05,124.85532797204559,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
h_A,0.2239699336535069,0.001,0.0002239699336535069,171.49900878966383,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
p_D,0.034055041584399384,0.001,3.405504158439939e-05,94.9169195841325,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
p_A,0.027031007207210953,0.001,2.7031007207210952e-05,180.83618679515752,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
d,0.0176918739510297,2.085282649192963,0.03689255778179118,50.47533632286996,True,-1,crossing_found,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
r,0.016014514558037263,0.001,1.6014514558037265e-05,92.18585583723582,False,1,no_crossing_in_scanned_range,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
I0,1.7060802162755573,0.27390637184934763,0.4673062421239882,50.47533632286996,True,1,crossing_found,Japanese,domestic_active,184.27952581779334,50.47533632286996,early
alpha,0.042971518217016634,0.001,4.2971518217016634e-05,104.30105780457716,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
beta,0.10986122886681096,0.001,0.00010986122886681096,57.803939354551915,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
h_D,0.08664339756999316,0.001,8.664339756999317e-05,51.276291989518086,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
h_A,0.2239699336535069,0.001,0.0002239699336535069,93.74486828196508,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
p_D,0.034055041584399384,0.3599195664935593,0.01225707580397716,50.47533632286996,True,1,crossing_found,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
p_A,0.027031007207210953,0.001,2.7031007207210952e-05,102.55213068504533,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
d,0.0176918739510297,1.3273658173065777,0.02348358872669349,50.47533632286996,True,-1,crossing_found,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
r,0.016014514558037263,0.001,1.6014514558037265e-05,53.29333202462428,False,1,no_crossing_in_scanned_range,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
I0,1.7060802162755573,0.47379835992497765,0.8083380083718102,50.47533632286996,True,1,crossing_found,Japanese,domestic_PIs,184.27952581779334,50.47533632286996,early
alpha,0.08983275012211452,20.0,1.7966550024422903,140.36586960615128,False,-1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
beta,0.06931471805599453,0.043312263159217074,0.00300217730924817,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
h_D,0.17328679513998632,0.001,0.00017328679513998633,125.29952603692051,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
h_A,0.2239699336535069,0.001,0.0002239699336535069,156.14184059107126,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
p_D,0.08351753123302454,0.058123919575870285,0.004854366268563553,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
p_A,0.046209812037329684,0.001,4.620981203732968e-05,162.63026527114118,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
d,0.010128975377441922,1.255937348432133,0.01272135847787877,104.59615384615385,True,-1,crossing_found,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
r,0.0061403923248235515,0.4280069055847447,0.002628130318024045,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
I0,0.8722485551419678,0.636140689991526,0.554872797712123,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_active,164.42298927230576,104.59615384615385,early
alpha,0.08983275012211452,20.0,1.7966550024422903,129.05721304761482,False,-1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
beta,0.06931471805599453,0.10975235690523717,0.007607453674867398,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
h_D,0.17328679513998632,0.050134652053818396,0.008687673179864523,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
h_A,0.2239699336535069,0.001,0.0002239699336535069,131.57979776389953,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
p_D,0.08351753123302454,0.3470425272270663,0.028984135106874278,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
p_A,0.046209812037329684,0.001,4.620981203732968e-05,138.95335089579768,False,1,no_crossing_in_scanned_range,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
d,0.010128975377441922,1.1479374505043864,0.011627430171002385,104.59615384615385,True,-1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
r,0.0061403923248235515,0.6419061015710688,0.003941555299344398,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
I0,0.8722485551419678,0.7363284427499907,0.6422614202986144,104.59615384615385,True,1,crossing_found,Other Civilizations,domestic_PIs,164.42298927230576,104.59615384615385,early
alpha,0.057157458521138384,20.0,1.1431491704227676,1329.7561186071948,False,-1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
beta,0.0916290731874155,0.001,9.16290731874155e-05,818.3302077770278,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
h_D,0.14869800835922953,0.001,0.00014869800835922952,1219.26512346739,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
h_A,0.20117973905426256,0.001,0.00020117973905426256,1373.2265963603058,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
p_D,0.05915354633339352,0.001,5.9153546333393525e-05,724.360815243522,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
p_A,0.039185777660141266,0.001,3.9185777660141264e-05,1387.5486757558135,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
d,0.0037050763610373422,6.263167976808789,0.023205515616080318,112.34408602150538,True,-1,crossing_found,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
r,0.0020239041523382184,0.001,2.0239041523382186e-06,696.6468938992597,False,1,no_crossing_in_scanned_range,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
I0,2.6100528823832394,0.08067235148736936,0.2105591035282422,112.34408602150538,True,1,crossing_found,Sinic,domestic_active,1392.5971407824247,112.34408602150538,early
alpha,0.057157458521138384,20.0,1.1431491704227676,1265.169066801095,False,-1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
beta,0.0916290731874155,0.001,9.16290731874155e-05,751.9256074602007,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
h_D,0.14869800835922953,0.001,0.00014869800835922952,1063.0036787175388,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
h_A,0.20117973905426256,0.001,0.00020117973905426256,1260.9094322737178,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
p_D,0.05915354633339352,0.0070419783988909836,0.00041655799549755414,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
p_A,0.039185777660141266,0.001,3.9185777660141264e-05,1280.2626396752758,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
d,0.0037050763610373422,4.663465862183317,0.017278497126480035,112.34408602150538,True,-1,crossing_found,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
r,0.0020239041523382184,0.001,2.0239041523382186e-06,645.1290093006133,False,1,no_crossing_in_scanned_range,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
I0,2.6100528823832394,0.0871145806141193,0.22737366222948913,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,1392.5971407824247,112.34408602150538,early
alpha,0.060000455671901175,20.0,1.2000091134380235,507.43828275429473,False,-1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
beta,0.015415067982725822,0.001,1.5415067982725824e-05,617.2136044707065,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
h_D,0.25596160542065693,0.001,0.00025596160542065694,437.1846406950355,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
h_A,0.32988216620190736,0.001,0.00032988216620190736,781.4942205264902,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
p_D,0.06228728249178888,0.001,6.228728249178888e-05,424.4823071836646,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
p_A,0.046209812037329684,0.001,4.620981203732968e-05,798.0146583385147,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
d,0.008349011280518778,3.245053848217594,0.027092991184659562,132.49329758713137,True,-1,crossing_found,United States,domestic_active,806.6684514870294,132.49329758713137,early
r,0.005154066901468468,0.001,5.154066901468468e-06,403.53599375213116,False,1,no_crossing_in_scanned_range,United States,domestic_active,806.6684514870294,132.49329758713137,early
I0,3.603575121637484,0.16424752615884564,0.591878299056518,132.49329758713137,True,1,crossing_found,United States,domestic_active,806.6684514870294,132.49329758713137,early
alpha,0.060000455671901175,20.0,1.2000091134380235,472.7267377498677,False,-1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
beta,0.015415067982725822,0.001,1.5415067982725824e-05,527.1008574038467,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
h_D,0.25596160542065693,0.001,0.00025596160542065694,341.42876101684016,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
h_A,0.32988216620190736,0.001,0.00032988216620190736,667.5223776403229,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
p_D,0.06228728249178888,0.037888137493779485,0.002359949123162781,132.49329758713137,True,1,crossing_found,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
p_A,0.046209812037329684,0.001,4.620981203732968e-05,684.170032220276,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
d,0.008349011280518778,2.4698151477917385,0.020620514529709377,132.49329758713137,True,-1,crossing_found,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
r,0.005154066901468468,0.001,5.154066901468468e-06,349.7604784107944,False,1,no_crossing_in_scanned_range,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
I0,3.603575121637484,0.18950050900831963,0.6828793198000205,132.49329758713137,True,1,crossing_found,United States,domestic_PIs,806.6684514870294,132.49329758713137,early
alpha,0.15925190750457274,20.0,3.185038150091455,763.3009754342197,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
beta,0.08109302162163287,0.001,8.109302162163287e-05,258.527743776228,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
h_D,0.1373265360835137,0.001,0.0001373265360835137,736.6589135963989,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
h_A,0.2746530721670274,0.001,0.0002746530721670274,733.1747768272326,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
p_D,0.06108604879161033,0.001,6.108604879161034e-05,447.9581254406357,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
p_A,0.07324081924454064,0.001,7.324081924454064e-05,779.5550983723734,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
d,0.0044468170929742425,3.2871702695765195,0.014617444942269615,129.0692124105012,True,-1,crossing_found,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
r,0.0024677160504325,0.001,2.4677160504325e-06,395.8429849062098,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
I0,1.8160593209803058,0.16311237564717376,0.29622175016129093,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_active,791.2901268122604,129.0692124105012,late
alpha,0.15925190750457274,20.0,3.185038150091455,732.7172957941718,False,-1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
beta,0.08109302162163287,0.001,8.109302162163287e-05,233.89367828606956,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
h_D,0.1373265360835137,0.001,0.0001373265360835137,683.3376013828029,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
h_A,0.2746530721670274,0.001,0.0002746530721670274,662.1389520278117,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
p_D,0.06108604879161033,0.007474693612024879,0.0004565994986864898,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
p_A,0.07324081924454064,0.001,7.324081924454064e-05,714.0992182322453,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
d,0.0044468170929742425,2.811017871012244,0.012500082317473312,129.0692124105012,True,-1,crossing_found,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
r,0.0024677160504325,0.001,2.4677160504325e-06,368.14766523264296,False,1,no_crossing_in_scanned_range,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
I0,1.8160593209803058,0.17538312951276916,0.3185061670943606,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_PIs,791.2901268122604,129.0692124105012,late
alpha,0.014501896164938301,20.0,0.29003792329876604,115.24647751440972,False,-1,no_crossing_in_scanned_range,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
h_D,0.10943359216923751,0.001,0.00010943359216923751,87.4447794053709,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
p_D,0.046209812037329684,0.001,4.620981203732968e-05,305.8226738499539,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
d,0.004833965388312767,4.998249132152536,0.02416136330698969,66.04072398190046,True,-1,crossing_found,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
r,0.003141552654597035,0.001,3.141552654597035e-06,304.3754984764752,False,1,no_crossing_in_scanned_range,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
I0,1.6572420087028756,0.10853988115539369,0.17987685067033604,66.04072398190046,True,1,crossing_found,Hindu,domestic_active,608.4466214529174,66.04072398190046,late
alpha,0.014501896164938301,20.0,0.29003792329876604,99.91869805671016,False,-1,no_crossing_in_scanned_range,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
h_D,0.10943359216923751,0.04121011793718168,0.004509771239583719,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
p_D,0.046209812037329684,0.0264852537680269,0.0012238785983815007,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
d,0.004833965388312767,3.370238378095358,0.01629161567007632,66.04072398190046,True,-1,crossing_found,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
r,0.003141552654597035,0.001,3.141552654597035e-06,263.8935625978584,False,1,no_crossing_in_scanned_range,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
I0,1.6572420087028756,0.12519017177237665,0.20747041173791153,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,608.4466214529174,66.04072398190046,late
alpha,0.10476810990372903,19.999999999999996,2.0953621980745805,1099.0863918924053,False,-1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
beta,0.13862943611198905,0.001,0.00013862943611198905,392.6195575197474,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
h_D,0.1013662770270411,0.001,0.0001013662770270411,1043.5581402538494,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
h_A,0.25993019270997947,0.001,0.0002599301927099795,1056.0612052209326,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
p_D,0.027031007207210953,0.001,2.7031007207210952e-05,587.2236383108831,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
p_A,0.046209812037329684,0.001,4.620981203732968e-05,1091.751371672614,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
d,0.0038329373048306354,4.490963150458408,0.01721358019401175,126.52032520325203,True,-1,crossing_found,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
r,0.0022445631668688293,0.001,2.2445631668688293e-06,553.5079574864037,False,1,no_crossing_in_scanned_range,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
I0,2.1554438508323224,0.11434670026345595,0.24646789194583282,126.52032520325203,True,1,crossing_found,Islamic,domestic_active,1106.462406975872,126.52032520325203,late
alpha,0.10476810990372903,0.001,0.00010476810990372903,938.2618842082319,False,1,no_crossing_in_scanned_range,Islamic,domestic_PIs,1106.462406975872,126.52032520325203,late
beta,0.13862943611198905,20.0,2.772588722239781,941.7312463356097,False,-1,no_crossing_in_scanned_range,Islamic,domestic_PIs,1106.462406975872,126.52032520325203,late
